key	values001	values002
Materials	1251691200000	0
Materials	1254283200000	0.4449595
Materials	1256961600000	0.339454693
Materials	1259557200000	0.383482695
Materials	1262235600000	0
Materials	1264914000000	0
Materials	1267333200000	0
Materials	1270008000000	0
Materials	1272600000000	0
Materials	1275278400000	0
Materials	1277870400000	0
Materials	1280548800000	0
Materials	1283227200000	0
Materials	1285819200000	0
Materials	1288497600000	0
Materials	1291093200000	0
Materials	1293771600000	0
Materials	1296450000000	0.522164357
Materials	1298869200000	0.592757867
Materials	1301544000000	0
Materials	1304136000000	0
Materials	1306814400000	0
Materials	1309406400000	0
Materials	1312084800000	0
Materials	1314763200000	0
Materials	1317355200000	0
Materials	1320033600000	0
Materials	1322629200000	0
Materials	1325307600000	0
Materials	1327986000000	0
Materials	1330491600000	0
Materials	1333166400000	0
Materials	1335758400000	0
Materials	1338436800000	0
Telecommunication Services	1138683600000	3.705697517
Telecommunication Services	1141102800000	3.756111869
Telecommunication Services	1143781200000	2.861913701
Telecommunication Services	1146369600000	2.99337441
Telecommunication Services	1149048000000	2.712753722
Telecommunication Services	1151640000000	3.119549708
Telecommunication Services	1154318400000	3.4066964
Telecommunication Services	1156996800000	3.375457111
Telecommunication Services	1159588800000	2.296557998
Telecommunication Services	1162270800000	2.448681863
Telecommunication Services	1164862800000	2.400230885
Telecommunication Services	1167541200000	1.964957975
Telecommunication Services	1170219600000	1.938526364
Telecommunication Services	1172638800000	1.912897534
Telecommunication Services	1175313600000	2.341286984
Telecommunication Services	1177905600000	2.433787035
Telecommunication Services	1180584000000	2.621797032
Telecommunication Services	1183176000000	3.264286496
Telecommunication Services	1185854400000	3.320039622
Telecommunication Services	1188532800000	3.393421271
Telecommunication Services	1191124800000	4.282232709
Telecommunication Services	1193803200000	4.147496423
Telecommunication Services	1196398800000	4.147708288
Telecommunication Services	1199077200000	5.294712292
Telecommunication Services	1201755600000	5.291984351
Telecommunication Services	1204261200000	5.198978305
Telecommunication Services	1206936000000	3.560305767
Telecommunication Services	1209528000000	3.300908769
Telecommunication Services	1212206400000	3.17848526
